"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
2.63331978207345,7.07215730758524,0.0127177971279482,-1.43050011699206,9.74054477283657,9.29017356193579,11.2500322376274,11.361952178769,-1.89626846766411,23.3189895263006,0.788595391797261,2.78240754205602,21.2092943125337,11.6117344103759,17.8550083030541,8.26782210336419,14.8958378097624,20.6723035018026,20.2536936982042,12.2929463120918,24.5181333285888,27.4829694757126,22.9910235042322,22.2695653517679,31.2487298700507,8.81949640516683,20.4882351520976,27.3273793986378,34.360387191006,27.8616950190499,38.5427399037979,39.1180860782487,37.1026380562374,32.6881392301946,25.212369307617,25.2965222627356,26.5000453460023,26.7513466947569,37.2940417327464,30.3954818556323,50.6124354357483,35.9142872729273,38.1105386601242,49.8736556802745,50.6182259260182,51.3799404312962,49.038316487176,60.4639875612644,50.0988534715668,60.4033942360136
-10.2504588959229,2.97295943289323,10.9964119702542,20.8207568412124,-4.60345999572365,12.512853424413,3.79592935721338,1.8558787578019,10.1791492582774,2.79541719342838,12.1963883476456,14.6354436522002,2.2261813308137,7.81480924359102,25.842417030638,15.801265071185,13.8924877785895,30.1078981900243,9.66385175237854,17.209124530047,15.0624751084854,24.8705266570456,18.5343960241095,19.3444348052169,17.4260463767491,24.5944067538178,13.3192059300293,24.0998052930556,37.0232815642496,21.2879392677967,33.8206685239749,35.644959188176,47.670227996193,31.4556401487933,37.6419541237767,45.9230864566443,44.581683974483,36.6383794515019,34.787502559248,41.6395858878684,40.2440691635015,54.3541584353079,38.1381309952604,27.428718671077,36.191172208013,42.3089162439663,48.5272675640108,49.6984923979286,60.6635269607572,43.9544113462756
-1.83941214480411,12.140439630941,-4.83166563485545,6.49723270347607,3.25975081187559,15.316106220255,13.4984022242139,4.47382171642557,14.2946467524348,12.1861970147758,0.61115467747001,9.69052302133365,7.66874377116393,8.66881501142744,23.557263626074,6.26088377845175,13.6550787900203,22.1790856898368,14.7644350355979,29.8081292976657,22.6393364150084,17.6540774893149,24.2674411847145,15.4196713445857,11.7968672293204,20.4842396698894,22.827569566186,21.6122282533611,30.8197537212891,20.3345188244606,30.080133236942,42.5130738810996,40.4650365978603,22.2401746023096,39.2868835310223,44.576431666767,32.682755251193,32.2707300602107,36.4712220311777,44.7680083916712,38.7338399229415,54.0932552448998,45.4669230298605,51.4857626168321,32.6459961206439,51.8716522620956,42.288237223195,42.7273088310665,51.0910920929085,48.4785923737388
-9.17849920908013,-0.262757798757951,-9.84134861293836,-3.83949854226743,-9.91056317221832,9.11345982743824,2.70732134675003,0.103609247752233,7.58913057914811,8.3675384898612,14.6715886099418,12.5361623423298,13.3333750632661,10.4653994685065,16.4677193851297,27.7495104108498,18.3680189193511,18.8880988317241,14.2341607731517,1.74218100587722,15.0814123754509,12.9035514675168,27.2769337132998,22.5637830854989,21.814867476735,22.5309332955647,23.272393025883,30.4244004896012,20.5582124276023,28.413395695086,26.9746081620334,31.003296379475,28.9866928408739,28.3823939135254,36.1714976175031,53.193631577889,42.3335227423996,35.9450006737851,40.8990783248409,42.0098914582721,35.8531322947234,51.5169055925967,39.1674804024084,42.380438606667,45.9772220368697,49.2707341634227,48.6373166085139,48.960491725665,48.9031434359991,49.470460092305
4.64659079898821,1.4225189294326,-0.258459013016665,15.0428504886787,-4.69447590386363,13.3362390119588,-4.41264765716999,4.68054699914248,7.03944358160774,17.3692508065954,4.8558253466433,14.7385173152023,2.34824550516919,5.4986655086445,17.0380873541897,11.8142419738229,31.2137139294071,19.5342420489033,23.5165596642935,24.8041387232555,10.3755510599598,7.72619230608707,18.918708829207,38.8694743164834,19.7815347854573,6.2227496112967,25.0277967212231,22.5973860761464,44.8981028699799,33.4144009693135,30.1178699753196,52.5460570225729,36.7378014235407,40.8445264154615,39.0700443548207,46.8035258149339,29.2846000496334,38.9751597294411,40.2754792710356,27.2328857459793,30.4582377541252,54.6290276699452,35.7939319512449,42.7925230759058,36.6285430882945,41.8908573603957,44.0961446011684,56.4953991793342,56.1975983357959,49.8012707156981
-5.18927414007325,-1.6629895300329,8.3921116557378,-7.28146991576523,-0.611663809759343,-2.46152004412319,10.6343374171797,13.7546612491057,5.97697522781652,-9.91954236591822,15.4752119711442,11.6881192331004,26.7138131932566,15.7471655733197,19.5103692696199,14.8544094111656,2.34232520357175,29.4982763753206,11.6755775664465,18.5278076768264,23.6223136380404,12.3172266985138,17.7923016867044,19.7787044613796,44.9921930100351,9.52245029756753,24.5779775011015,26.0647690858623,30.5188428334374,17.466686251885,22.4093367947339,22.1601359344927,30.7291050442663,24.6751454946153,25.3151626258196,52.3877855056186,38.2948059441907,37.119979164176,41.6976674397503,40.7299980426599,53.7674909005812,44.6814068349232,39.5559694003621,53.8123488390385,47.9290474385965,46.2038697347629,37.1625804218176,36.7020372475503,42.5750832653807,55.1864921623449
1.19484440807265,-2.31583071859568,1.60689658929607,25.8438402132791,5.36216080955795,-7.92430814525227,13.9229490808985,15.7864837414245,5.13918397362122,9.61850938165754,-0.789276521288176,19.3868952914211,9.0921676746996,5.24029587606409,14.580781439773,1.28336904347098,19.5054804711006,28.8561164851808,27.4550223780465,25.472804446245,19.1786643252545,21.9280961943311,25.7116754233029,43.3550363911619,34.1604396839829,36.7604074801302,40.1247818511173,12.5239408260682,33.685243259865,37.5134389360823,38.1847743749333,34.2983484559774,45.9017397121046,47.2684276765167,28.8296573045277,23.2446432557723,31.6068319737788,42.4608774214265,37.5750728853209,32.8805525337576,45.716784573195,49.2462008813323,40.1340316031058,48.1470726802585,41.7786062803497,53.4918366920082,56.6703893711757,53.1377634967945,49.6226479680761,45.1786580341042
6.24645631588087,2.94936429255684,11.5234928343852,1.95408358755801,9.37810824525438,7.56822621847816,7.30551139650047,19.6972284547443,9.73015817047498,5.98500831375351,28.5940155548239,19.4517896218234,16.6527448840317,12.871917430187,16.4744095169352,21.1643483905458,15.7708351770675,13.5096957752323,28.6888425285066,27.088173050743,18.8298187991865,13.6541324430005,13.9504990285726,20.369897481485,27.340214234226,15.9348855881326,33.3982295260253,36.3324825369986,38.2802065516173,27.7222781518245,27.8538098919956,29.9414841257959,28.8756133062833,34.9730675359917,28.2615113861412,40.2076872027174,42.5644084578296,31.0660746346298,47.9472024864898,36.3474892525435,41.3029694001838,27.6655004593483,34.1831496968519,36.9915790116287,48.4712322012802,44.2566066743461,32.4092231539001,44.1677514399045,57.5079199980506,52.6118884996903
-1.699901272896,11.4394067461445,6.29422059351936,2.08739248587511,4.44949926459552,9.10513487867131,16.3682047321326,21.2189480711379,14.0694056061385,0.727053629129724,-5.39240451170632,10.6925588906329,2.20723400257619,17.5613981557193,22.2657269117373,7.09608463577543,24.596084485058,34.3665966320494,22.3462832500704,10.7785145651427,14.0136142047377,19.1110115332054,26.535599232832,17.692214410101,24.2878763060477,21.3843999790872,29.2375703040666,19.1142238410584,28.5472342577611,30.2122861999627,24.6263945326434,14.6245248543595,32.5738169253257,45.1250677260476,38.0793949017465,50.9301683129479,13.1383735218519,30.0623031433649,42.2470943330971,16.5348654652301,33.3822193030964,30.6564014481658,35.3536010327039,33.7946053413973,56.9228442984293,48.1943509513002,43.3248567733046,48.1254168099842,48.7268150813243,48.2701425515347
0.208437315852578,3.06683045313249,6.39144642316661,5.3238696598584,12.8307730364314,10.8220225416925,0.499934739101534,-1.52630075687463,3.24328876735615,13.0800261450891,6.67473251109237,15.7313839658467,10.6979399032616,15.6019123036577,20.0843786765059,20.8389792782828,24.6499572308103,9.52657205167377,25.9386066957778,20.1972018004694,19.187905976431,17.4534250043359,23.4399388515148,26.0786607004435,17.1534548934604,35.9477873716333,33.3216451487143,22.6985022389185,19.6747355157448,31.7021220005719,30.2449257566461,29.5915294954026,38.7381421911498,25.6936889726786,45.904353110567,30.9205650241407,38.2970113131164,30.6577327257482,41.3456023148391,25.333861561927,42.8613925263147,35.6649454840367,43.17129394825,43.8065885983339,60.8719226037102,46.1400257826136,51.1559033033784,57.8677771341907,52.3603110201353,46.1437190802693
8.75498070260709,-6.85329608397454,8.41822561953413,-6.25497504913197,11.8731763813251,6.31853155345809,6.17290621981448,9.65416198427227,6.08897836649548,9.63327376768116,6.43798060927588,11.1372231931171,26.678858814277,17.8902691535845,25.4155434838005,21.7026545812901,5.51421793706431,13.7340386181233,28.4653335193133,14.8320200324488,27.597184352882,34.8339882098176,17.7388761025692,26.369572330115,33.4570167447163,20.9749848169815,24.8624928583608,29.9819115084757,23.2990482157238,45.0035067635443,40.7220152698171,36.7923396371157,32.1909164104595,23.1064634452177,30.6937597833298,32.7419973459899,38.524582707138,36.2564074424525,40.6859302029735,48.0928980205705,52.8490101831285,39.8342285774273,47.6445061805723,54.3721826669519,53.004751324604,46.496875816068,50.1097936693134,46.4231399599035,49.6231215998145,54.1101344792886
-3.03386116875245,-1.6431882980794,-3.13111572879152,-5.99477675758949,6.13944017533842,-1.10802311798203,-6.52662176059876,7.98072855371369,0.581948924118636,8.64930121561469,22.1273457253076,8.51761200979927,21.0467018877533,16.0476878182672,12.4604903611792,15.102839140405,2.8093788736466,21.7414223153148,11.5302270817392,6.50808257031707,27.9639126535448,13.6310606541788,13.5958281469788,32.0537655833284,29.2978649998878,29.3845237200672,30.3880627780399,30.2887621411979,17.7110987872764,32.0754646319941,40.8111341035401,9.05058338393417,29.9000287820645,33.5945009680008,46.1013031308491,37.2321982903645,38.5342020317171,45.4642293635236,40.4191510615346,54.521390574012,50.6381299369665,33.1633606403055,44.4127716656177,48.3392263902529,43.9958963656215,48.7535016443239,43.918148764486,44.895761328375,55.2383952040666,58.9974864709524
-3.4955122047882,-13.4153819039067,6.06914338420987,0.41777886103637,-2.16381718121082,10.7106074579315,-3.30512184737479,-3.1960976860058,12.2752980281284,20.4836224588931,13.5278437479783,1.32372153152701,17.0127755995842,20.5111060949002,11.7453656891016,29.5869356527659,21.4163670775057,22.4588968871289,18.8392383234385,11.4909685445945,27.490499683921,10.7926393826285,12.615771127693,24.0508821665227,28.9577280856848,16.7833555591402,33.463556256429,24.4080588752369,46.2072881069462,32.6046144745086,34.9114122540399,27.4424664619774,33.5427653846515,48.5125365358203,29.7029467196232,34.1895927534753,51.0661180690227,34.6503744986792,40.9705335723397,55.2356293478466,37.2988441510129,43.8778996942688,42.6745699706687,45.2462900556251,48.0891810490026,44.334735274871,39.0643299228077,50.3476101167204,48.1459888292654,50.5675021054064
